25	108	1
25	109	1
26	35	1
26	40	2
26	44	2
26	55	1
26	57	1
26	63	1
26	66	2
26	68	1
26	73	1
26	74	1
26	78	2
26	79	3
26	83	1
26	84	1
26	88	1
26	89	2
26	90	1
26	94	2
26	97	1
26	98	2
26	99	1
26	100	3
26	102	2
26	103	1
26	104	1
26	106	1
26	109	1
27	28	2
27	30	1
27	33	2
27	48	1
27	53	2
27	54	1
27	62	1
27	64	1
27	65	1
27	76	1
27	80	1
27	81	1
27	90	1
27	93	1
27	98	1
27	102	1
27	108	3
28	30	2
28	33	1
28	39	1
28	42	1
28	51	1
28	54	1
28	55	1
28	60	1
28	62	1
28	68	1
28	77	1
28	88	1
28	90	1
28	103	1
28	108	3
29	31	2
29	37	1
29	41	4
29	42	1
29	69	1
29	70	1
29	72	1
29	75	2
29	80	3
29	81	2
29	86	1
29	92	2
29	93	2
29	95	1
29	102	2
29	104	1
29	110	1
30	33	2
30	35	1
30	39	1
30	41	1
30	45	1
30	51	3
30	55	1
30	62	1
30	64	1
30	66	1
30	68	2
30	76	1
30	77	2
30	79	1
30	80	1
30	85	1
30	86	1
30	88	1
30	89	1
30	90	1
30	93	1
30	94	4
30	98	1
30	99	1
30	100	1
30	102	1
30	103	1
30	104	1
30	105	1
30	108	2
31	37	1
31	39	1
31	40	2
31	41	1
31	42	2
31	46	1
31	47	2
31	51	1
31	62	1
31	63	2
31	69	1
31	70	1
31	71	1
31	74	1
31	75	1
31	80	3
31	81	3
31	94	1
31	95	1
31	96	3
31	98	1
31	100	1
31	102	1
31	104	1
31	110	1
32	36	1
32	63	1
32	86	1
32	90	2
32	103	1
32	106	1
33	34	1
33	35	1
33	36	1
33	40	1
33	41	2
33	42	1
33	49	2
33	53	1
33	54	1
33	60	1
33	63	1
33	65	1
33	66	1
33	68	2
33	69	1
33	70	2
33	71	1
33	72	1
33	73	1
33	77	2
33	80	1
33	83	1
33	84	1
33	86	2
33	88	1
33	91	1
33	93	1
33	94	1
33	98	1
33	103	1
33	107	1
33	108	2
33	109	1
34	35	3
34	40	1
34	42	1
34	48	4
34	51	3
34	53	1
34	55	1
34	56	1
34	57	3
34	60	1
34	63	1
34	64	1
34	65	1
34	67	1
34	71	1
34	78	1
34	80	1
34	83	1
34	87	1
34	91	1
34	92	1
34	93	4
34	102	1
34	107	2
35	36	1
35	48	1
35	51	1
35	55	1
35	57	1
35	60	1
35	64	1
35	71	1
35	73	1
35	74	1
35	79	2
35	90	1
35	91	1
35	94	1
35	97	1
35	104	2
35	106	1
36	46	1
36	47	1
36	61	1
36	66	1
36	78	1
36	79	1
36	86	1
36	88	1
36	90	1
36	100	1
36	103	1
36	104	1
37	38	1
37	41	2
37	43	1
37	44	1
37	52	1
37	57	2
37	59	1
37	70	2
37	76	1
37	79	1
37	88	1
37	98	1
37	102	2
38	41	1
